[pid 13235] prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe8c95000, 0xff000, 0xffffffffede95d50)                          = 0
[pid 13235] munmap(0xffffffffe8c95000, 438272)                                                                          = 0
[pid 13235] munmap(0xffffffffe8d80000, 81920)                                                                           = 0
prctl(0x53564d41 /* PR_??? */, 0, 0xffffffffe748d000, 0x1000, 0xffffffffe7930668)                                       = 0
munmap(0xffffffffe748d000, 4096)                                                                                        = 0
mprotect(0xffffffffe751c000, 4096, PROT_READ|PROT_WRITE)                                                                = 0
mprotect(0xffffffffe751c000, 4096, PROT_READ)                                                                           = 0
mprotect(0xffffffffe751c000, 4096, PROT_READ|PROT_WRITE)                                                                = 0
mprotect(0xffffffffe751c000, 4096, PROT_READ)                                                                           = 0
mprotect(0xffffffffe751c000, 4096, PROT_READ|PROT_WRITE)                                                                = 0
mprotect(0xffffffffe751c000, 4096, PROT_READ)                                                                           = 0
mprotect(0xffffffffe751c000, 4096, PROT_READ|PROT_WRITE)                                                                = 0
mprotect(0xffffffffe751c000, 4096, PROT_READ)                                                                           = 0
munmap(0xffffffffe74ad000, 77117)                                                                                       = 0
munmap(0xffffffffe74c0000, 2384)                                                                                        = 0
munmap(0xffffffffe74c1000, 2688)                                                                                        = 0
munmap(0xffffffffe74c2000, 360)                                                                                         = 0
munmap(0xffffffffe74d7000, 11656)                                                                                       = 0
munmap(0xffffffffe74da000, 6840)                                                                                        = 0
munmap(0xffffffffe74dc000, 8992)                                                                                        = 0
munmap(0xffffffffe74df000, 360)                                                                                         = 0
munmap(0xffffffffe74e6000, 5820)                                                                                        = 0
munmap(0xffffffffe74e8000, 7304)                                                                                        = 0
munmap(0xffffffffe74ea000, 7576)                                                                                        = 0
munmap(0xffffffffe74ec000, 360)                                                                                         = 0
munmap(0xffffffffe74ed000, 2847)                                                                                        = 0
munmap(0xffffffffe74ee000, 7648)                                                                                        = 0
munmap(0xffffffffe74f0000, 6448)                                                                                        = 0
munmap(0xffffffffe74f2000, 360)                                                                                         = 0
munmap(0xffffffffe74f3000, 28907)                                                                                       = 0
munmap(0xffffffffe74fb000, 5544)                                                                                        = 0
munmap(0xffffffffe74fd000, 4728)                                                                                        = 0
munmap(0xffffffffe74ff000, 360)                                                                                         = 0
munmap(0xffffffffe74e0000, 3083)                                                                                        = 0
munmap(0xffffffffe74e1000, 7680)                                                                                        = 0
munmap(0xffffffffe74e3000, 1624)                                                                                        = 0
munmap(0xffffffffe7692000, 360)                                                                                         = 0
munmap(0xffffffffe7501000, 2718)                                                                                        = 0
munmap(0xffffffffe7502000, 7648)                                                                                        = 0
munmap(0xffffffffe7504000, 6768)                                                                                        = 0
munmap(0xffffffffe7506000, 360)                                                                                         = 0
munmap(0xffffffffe7507000, 10648)                                                                                       = 0
munmap(0xffffffffe750a000, 6872)                                                                                        = 0
munmap(0xffffffffe750c000, 1528)                                                                                        = 0
munmap(0xffffffffe750d000, 360)                                                                                         = 0
munmap(0xffffffffe750f000, 36366)                                                                                       = 0
munmap(0xffffffffe7518000, 5120)                                                                                        = 0
munmap(0xffffffffe751a000, 7312)                                                                                        = 0
munmap(0xffffffffe76b2000, 360)                                                                                         = 0
munmap(0xffffffffe7527000, 9052)                                                                                        = 0
munmap(0xffffffffe752a000, 6552)                                                                                        = 0
munmap(0xffffffffe752c000, 8680)                                                                                        = 0
munmap(0xffffffffe752f000, 360)                                                                                         = 0
munmap(0xffffffffe7540000, 19120)                                                                                       = 0
munmap(0xffffffffe7545000, 6448)                                                                                        = 0
munmap(0xffffffffe7547000, 8936)                                                                                        = 0
munmap(0xffffffffe754a000, 360)                                                                                         = 0
munmap(0xffffffffe755f000, 11441)                                                                                       = 0
munmap(0xffffffffe7562000, 6376)                                                                                        = 0
munmap(0xffffffffe7564000, 1664)                                                                                        = 0
munmap(0xffffffffe7565000, 360)                                                                                         = 0
munmap(0xffffffffe74a7000, 6779)                                                                                        = 0
munmap(0xffffffffe74a9000, 6408)                                                                                        = 0
munmap(0xffffffffe74ab000, 2904)                                                                                        = 0
munmap(0xffffffffe74ac000, 360)                                                                                         = 0
munmap(0xffffffffe777e000, 73717)                                                                                       = 0
munmap(0xffffffffe7790000, 3024)                                                                                        = 0
munmap(0xffffffffe7791000, 8448)                                                                                        = 0
munmap(0xffffffffe7794000, 360)                                                                                         = 0
munmap(0xffffffffe76d7000, 2234)                                                                                        = 0
munmap(0xffffffffe76d8000, 7640)                                                                                        = 0
munmap(0xffffffffe76da000, 6568)                                                                                        = 0
munmap(0xffffffffe76dc000, 360)                                                                                         = 0
munmap(0xffffffffe7574000, 8612)                                                                                        = 0
munmap(0xffffffffe7577000, 7376)                                                                                        = 0
munmap(0xffffffffe7579000, 3296)                                                                                        = 0
munmap(0xffffffffe757a000, 360)                                                                                         = 0
munmap(0xffffffffe75ef000, 92834)                                                                                       = 0
munmap(0xffffffffe7606000, 1552)                                                                                        = 0
munmap(0xffffffffe7607000, 5536)                                                                                        = 0
munmap(0xffffffffe7609000, 360)                                                                                         = 0
munmap(0xffffffffe7626000, 3765)                                                                                        = 0
munmap(0xffffffffe7627000, 7504)                                                                                        = 0
munmap(0xffffffffe7629000, 7552)                                                                                        = 0
munmap(0xffffffffe762b000, 360)                                                                                         = 0
munmap(0xffffffffe7613000, 57482)                                                                                       = 0
munmap(0xffffffffe7622000, 3824)                                                                                        = 0
munmap(0xffffffffe7623000, 6504)                                                                                        = 0
munmap(0xffffffffe7625000, 360)                                                                                         = 0
munmap(0xffffffffe7796000, 46364)                                                                                       = 0
munmap(0xffffffffe77a2000, 4824)                                                                                        = 0
munmap(0xffffffffe77a4000, 1608)                                                                                        = 0
munmap(0xffffffffe77a5000, 360)                                                                                         = 0
munmap(0xffffffffe7640000, 2378)                                                                                        = 0
munmap(0xffffffffe7641000, 7704)                                                                                        = 0
munmap(0xffffffffe7643000, 6704)                                                                                        = 0
munmap(0xffffffffe7645000, 360)                                                                                         = 0
munmap(0xffffffffe7648000, 33524)                                                                                       = 0
munmap(0xffffffffe7651000, 4064)                                                                                        = 0
munmap(0xffffffffe7652000, 5584)                                                                                        = 0
munmap(0xffffffffe7654000, 360)                                                                                         = 0
munmap(0xffffffffe76b4000, 34456)                                                                                       = 0
munmap(0xffffffffe76bd000, 4712)                                                                                        = 0
munmap(0xffffffffe76bf000, 8544)                                                                                        = 0
munmap(0xffffffffe76c2000, 360)                                                                                         = 0
munmap(0xffffffffe7655000, 14438)                                                                                       = 0
munmap(0xffffffffe7659000, 6224)                                                                                        = 0
munmap(0xffffffffe765b000, 2472)                                                                                        = 0
munmap(0xffffffffe765c000, 360)                                                                                         = 0
munmap(0xffffffffe74c3000, 53412)                                                                                       = 0
munmap(0xffffffffe74d1000, 4272)                                                                                        = 0
munmap(0xffffffffe74d3000, 1144)                                                                                        = 0
munmap(0xffffffffe74d4000, 360)                                                                                         = 0
munmap(0xffffffffe765d000, 3244)                                                                                        = 0
munmap(0xffffffffe765e000, 7600)                                                                                        = 0
munmap(0xffffffffe7660000, 6760)                                                                                        = 0
munmap(0xffffffffe7662000, 360)                                                                                         = 0
munmap(0xffffffffe749f000, 4654)                                                                                        = 0
munmap(0xffffffffe74a1000, 7424)                                                                                        = 0
munmap(0xffffffffe74a3000, 8464)                                                                                        = 0
munmap(0xffffffffe74a6000, 360)                                                                                         = 0
munmap(0xffffffffe7672000, 36509)                                                                                       = 0
munmap(0xffffffffe767b000, 5040)                                                                                        = 0
munmap(0xffffffffe767d000, 6968)                                                                                        = 0
munmap(0xffffffffe767f000, 360)                                                                                         = 0
munmap(0xffffffffe75e8000, 8103)                                                                                        = 0
munmap(0xffffffffe75ea000, 7200)                                                                                        = 0
munmap(0xffffffffe75ec000, 7472)                                                                                        = 0
munmap(0xffffffffe75ee000, 360)                                                                                         = 0
munmap(0xffffffffe760a000, 8521)                                                                                        = 0
munmap(0xffffffffe760d000, 7256)                                                                                        = 0
munmap(0xffffffffe760f000, 7624)                                                                                        = 0
munmap(0xffffffffe7611000, 360)                                                                                         = 0
munmap(0xffffffffe768d000, 1999)                                                                                        = 0
munmap(0xffffffffe768e000, 7712)                                                                                        = 0
munmap(0xffffffffe7690000, 6504)                                                                                        = 0
munmap(0xffffffffe7732000, 360)                                                                                         = 0
munmap(0xffffffffe762c000, 23872)                                                                                       = 0
munmap(0xffffffffe7632000, 7712)                                                                                        = 0
munmap(0xffffffffe7634000, 8568)                                                                                        = 0
munmap(0xffffffffe7637000, 360)                                                                                         = 0
munmap(0xffffffffe7663000, 36610)                                                                                       = 0
munmap(0xffffffffe766c000, 5344)                                                                                        = 0
munmap(0xffffffffe766e000, 8200)                                                                                        = 0
munmap(0xffffffffe7671000, 360)                                                                                         = 0
munmap(0xffffffffe769c000, 37283)                                                                                       = 0
munmap(0xffffffffe76a6000, 5232)                                                                                        = 0
munmap(0xffffffffe76a8000, 6608)                                                                                        = 0
munmap(0xffffffffe76aa000, 360)                                                                                         = 0
munmap(0xffffffffe757b000, 256081)                                                                                      = 0
munmap(0xffffffffe75ba000, 7784)                                                                                        = 0
munmap(0xffffffffe75bc000, 7856)                                                                                        = 0
munmap(0xffffffffe75be000, 360)                                                                                         = 0
munmap(0xffffffffe76dd000, 5059)                                                                                        = 0
munmap(0xffffffffe76df000, 7432)                                                                                        = 0
munmap(0xffffffffe76e1000, 7080)                                                                                        = 0
munmap(0xffffffffe76e3000, 360)                                                                                         = 0
munmap(0xffffffffe7813000, 35434)                                                                                       = 0
munmap(0xffffffffe781c000, 5448)                                                                                        = 0
munmap(0xffffffffe781e000, 6160)                                                                                        = 0
munmap(0xffffffffe7820000, 360)                                                                                         = 0
munmap(0xffffffffe76e4000, 4916)                                                                                        = 0
munmap(0xffffffffe76e6000, 7536)                                                                                        = 0
munmap(0xffffffffe76e8000, 3216)                                                                                        = 0
munmap(0xffffffffe76e9000, 360)                                                                                         = 0
munmap(0xffffffffe7497000, 8423)                                                                                        = 0
munmap(0xffffffffe749a000, 7520)                                                                                        = 0
munmap(0xffffffffe749c000, 7520)                                                                                        = 0
munmap(0xffffffffe749e000, 360)                                                                                         = 0
munmap(0xffffffffe76ca000, 34598)                                                                                       = 0
munmap(0xffffffffe76d3000, 5152)                                                                                        = 0
munmap(0xffffffffe76d5000, 3800)                                                                                        = 0
munmap(0xffffffffe76d6000, 360)                                                                                         = 0
munmap(0xffffffffe7694000, 14232)                                                                                       = 0
munmap(0xffffffffe7698000, 5760)                                                                                        = 0
munmap(0xffffffffe769a000, 2400)                                                                                        = 0
munmap(0xffffffffe769b000, 360)                                                                                         = 0
munmap(0xffffffffe7491000, 3917)                                                                                        = 0
munmap(0xffffffffe7492000, 7648)                                                                                        = 0
munmap(0xffffffffe7494000, 7008)                                                                                        = 0
munmap(0xffffffffe7496000, 360)                                                                                         = 0
munmap(0xffffffffe74e5000, 4096)                                                                                        = 0
munmap(0xffffffffe782c000, 5620)                                                                                        = 0
munmap(0xffffffffe782e000, 6400)                                                                                        = 0
munmap(0xffffffffe7830000, 6288)                                                                                        = 0
munmap(0xffffffffe7832000, 360)                                                                                         = 0
munmap(0xffffffffe773a000, 9629)                                                                                        = 0
munmap(0xffffffffe773d000, 6560)                                                                                        = 0
munmap(0xffffffffe773f000, 2192)                                                                                        = 0
munmap(0xffffffffe7740000, 392)                                                                                         = 0
munmap(0xffffffffe7638000, 14405)                                                                                       = 0
munmap(0xffffffffe763c000, 6248)                                                                                        = 0
munmap(0xffffffffe763e000, 3256)                                                                                        = 0
munmap(0xffffffffe763f000, 360)                                                                                         = 0
munmap(0xffffffffe7833000, 256117)                                                                                      = 0
munmap(0xffffffffe7872000, 856)                                                                                         = 0
munmap(0xffffffffe7873000, 7840)                                                                                        = 0
munmap(0xffffffffe7875000, 360)                                                                                         = 0
munmap(0xffffffffe7700000, 12742)                                                                                       = 0
munmap(0xffffffffe7704000, 6248)                                                                                        = 0
munmap(0xffffffffe7706000, 1136)                                                                                        = 0
munmap(0xffffffffe7707000, 360)                                                                                         = 0
munmap(0xffffffffe770a000, 127454)                                                                                      = 0
munmap(0xffffffffe772a000, 3704)                                                                                        = 0
munmap(0xffffffffe772b000, 1144)                                                                                        = 0
munmap(0xffffffffe772c000, 360)                                                                                         = 0
munmap(0xffffffffe7734000, 3804)                                                                                        = 0
munmap(0xffffffffe7735000, 7664)                                                                                        = 0
munmap(0xffffffffe7737000, 5432)                                                                                        = 0
munmap(0xffffffffe7739000, 360)                                                                                         = 0
munmap(0xffffffffe7530000, 45338)                                                                                       = 0
munmap(0xffffffffe753c000, 3176)                                                                                        = 0
munmap(0xffffffffe753d000, 4704)                                                                                        = 0
munmap(0xffffffffe753f000, 360)                                                                                         = 0
munmap(0xffffffffe774b000, 109100)                                                                                      = 0
munmap(0xffffffffe7766000, 6560)                                                                                        = 0
munmap(0xffffffffe7768000, 1144)                                                                                        = 0
munmap(0xffffffffe7769000, 360)                                                                                         = 0
munmap(0xffffffffe76ea000, 70013)                                                                                       = 0
munmap(0xffffffffe76fc000, 2264)                                                                                        = 0
munmap(0xffffffffe76fd000, 5368)                                                                                        = 0
munmap(0xffffffffe76ff000, 360)                                                                                         = 0
munmap(0xffffffffe772d000, 5151)                                                                                        = 0
munmap(0xffffffffe772f000, 6584)                                                                                        = 0
munmap(0xffffffffe7731000, 2112)                                                                                        = 0
munmap(0xffffffffe7876000, 392)                                                                                         = 0
munmap(0xffffffffe7680000, 28680)                                                                                       = 0
munmap(0xffffffffe7688000, 5568)                                                                                        = 0
munmap(0xffffffffe768a000, 5024)                                                                                        = 0
munmap(0xffffffffe768c000, 360)                                                                                         = 0
munmap(0xffffffffe7693000, 4096)                                                                                        = 0
munmap(0xffffffffe77f2000, 105244)                                                                                      = 0
munmap(0xffffffffe780c000, 5320)                                                                                        = 0
munmap(0xffffffffe780e000, 8168)                                                                                        = 0
munmap(0xffffffffe7810000, 360)                                                                                         = 0
munmap(0xffffffffe754b000, 63868)                                                                                       = 0
munmap(0xffffffffe755b000, 1664)                                                                                        = 0
munmap(0xffffffffe755c000, 5408)                                                                                        = 0
munmap(0xffffffffe755e000, 360)                                                                                         = 0
munmap(0xffffffffe776a000, 62250)                                                                                       = 0
munmap(0xffffffffe777a000, 3656)                                                                                        = 0
munmap(0xffffffffe777b000, 7760)                                                                                        = 0
munmap(0xffffffffe777d000, 360)                                                                                         = 0
munmap(0xffffffffe75df000, 6558)                                                                                        = 0
munmap(0xffffffffe75e1000, 6416)                                                                                        = 0
munmap(0xffffffffe75e3000, 5256)                                                                                        = 0
munmap(0xffffffffe75e5000, 360)                                                                                         = 0
munmap(0xffffffffe7741000, 19288)                                                                                       = 0
munmap(0xffffffffe7746000, 1632)                                                                                        = 0
munmap(0xffffffffe7747000, 6328)                                                                                        = 0
munmap(0xffffffffe78c6000, 392)                                                                                         = 0
munmap(0xffffffffe7566000, 36993)                                                                                       = 0
munmap(0xffffffffe7570000, 3936)                                                                                        = 0
munmap(0xffffffffe7571000, 6776)                                                                                        = 0
munmap(0xffffffffe7573000, 360)                                                                                         = 0
munmap(0xffffffffe75c0000, 103266)                                                                                      = 0
munmap(0xffffffffe75da000, 4880)                                                                                        = 0
munmap(0xffffffffe75dc000, 3536)                                                                                        = 0
munmap(0xffffffffe75dd000, 360)                                                                                         = 0
munmap(0xffffffffe76c3000, 11112)                                                                                       = 0
munmap(0xffffffffe76c6000, 6560)                                                                                        = 0
munmap(0xffffffffe76c8000, 7720)                                                                                        = 0
munmap(0xffffffffe7812000, 360)                                                                                         = 0
munmap(0xffffffffe77c9000, 143001)                                                                                      = 0
munmap(0xffffffffe77ec000, 5192)                                                                                        = 0
munmap(0xffffffffe77ee000, 7272)                                                                                        = 0
munmap(0xffffffffe77f0000, 360)                                                                                         = 0
munmap(0xffffffffe751f000, 6227)                                                                                        = 0
munmap(0xffffffffe7521000, 7384)                                                                                        = 0
munmap(0xffffffffe7523000, 7272)                                                                                        = 0
munmap(0xffffffffe7525000, 360)                                                                                         = 0
munmap(0xffffffffe75e6000, 4096)                                                                                        = 0
munmap(0xffffffffe77af000, 87115)                                                                                       = 0
munmap(0xffffffffe77c5000, 1168)                                                                                        = 0
munmap(0xffffffffe77c6000, 8040)                                                                                        = 0
munmap(0xffffffffe77c8000, 360)                                                                                         = 0
munmap(0xffffffffe76ac000, 6623)                                                                                        = 0
munmap(0xffffffffe76ae000, 7464)                                                                                        = 0
munmap(0xffffffffe76b0000, 6888)                                                                                        = 0
munmap(0xffffffffe7795000, 360)                                                                                         = 0
munmap(0xffffffffe7733000, 4096)                                                                                        = 0
munmap(0xffffffffe7821000, 23611)                                                                                       = 0
munmap(0xffffffffe7827000, 6912)                                                                                        = 0
munmap(0xffffffffe7829000, 4504)                                                                                        = 0
munmap(0xffffffffe782b000, 360)                                                                                         = 0
munmap(0xffffffffe77a7000, 11345)                                                                                       = 0
munmap(0xffffffffe77aa000, 7128)                                                                                        = 0
munmap(0xffffffffe77ac000, 7872)                                                                                        = 0
munmap(0xffffffffe77ae000, 360)                                                                                         = 0
munmap(0xffffffffe7877000, 4096)                                                                                        = 0
mprotect(0xffffffffe74d5000, 4096, PROT_READ)                                                                           = 0
mprotect(0xffffffffe7526000, 4096, PROT_READ)                                                                           = 0
mprotect(0xffffffffe75de000, 4096, PROT_READ)                                                                           = 0
mprotect(0xffffffffe7646000, 4096, PROT_READ)                                                                           = 0
mprotect(0xffffffffe76ab000, 4096, PROT_READ)                                                                           = 0
mprotect(0xffffffffe7708000, 4096, PROT_READ)                                                                           = 0
mprotect(0xffffffffe77a6000, 4096, PROT_READ)                                                                           = 0
mprotect(0xffffffffe787b000, 4096, PROT_READ)                                                                           = 0
mprotect(0xffffffffe748f000, 4096, PROT_READ)                                                                           = 0
mprotect(0xffffffffe74d6000, 4096, PROT_READ)                                                                           = 0
mprotect(0xffffffffe7500000, 4096, PROT_READ)                                                                           = 0
mprotect(0xffffffffe750e000, 4096, PROT_READ)                                                                           = 0
mprotect(0xffffffffe7612000, 4096, PROT_READ)                                                                           = 0
mprotect(0xffffffffe78c3000, 4096, PROT_READ)                                                                           = 0
mprotect(0xffffffffe751c000, 4096, PROT_READ|PROT_WRITE)                                                                = 0
mprotect(0xffffffffe751c000, 4096, PROT_READ)                                                                           = 0
sigaction(SIGPIPE, {SIG_IGN, [], SA_RESTORER|SA_RESTART, 0xe6e2a960}, {SIG_DFL, [], 0})                                 = 0
openat(AT_FDCWD, "/dev/hwbinder", O_RDWR|O_LARGEFILE|O_CLOEXEC)                                                         = 3</dev/hwbinder>
ioctl(3</dev/hwbinder>, BINDER_VERSION, 0xffffffffffa72910)                                                             = 0
ioctl(3</dev/hwbinder>, BINDER_SET_MAX_THREADS, 0xffffffffffa7290c)                                                     = 0
mmap2(NULL, 1040384, PROT_READ, MAP_PRIVATE|MAP_NORESERVE, 3</dev/hwbinder>, 0)                                         = 0xe5a5e000
ioctl(3</dev/hwbinder>, BINDER_SET_MAX_THREADS, 0xffffffffffa7292c)                                                     = 0
openat(AT_FDCWD, "/dev/binder", O_RDWR|O_LARGEFILE|O_CLOEXEC)                                                           = 4</dev/binder>
ioctl(4</dev/binder>, BINDER_VERSION, 0xffffffffffa72918)                                                               = 0
ioctl(4</dev/binder>, BINDER_SET_MAX_THREADS, 0xffffffffffa72914)                                                       = 0
mmap2(NULL, 1040384, PROT_READ, MAP_PRIVATE|MAP_NORESERVE, 4</dev/binder>, 0)                                           = 0xe5960000
ugetrlimit(RLIMIT_NOFILE, {rlim_cur=1024, rlim_max=4*1024})                                                             = 0
getuid32()                                                                                                              = 2000
ioctl(4</dev/binder>, BINDER_WRITE_READ, 0xffffffffffa72780)                                                            = 0
ioctl(4</dev/binder>, BINDER_WRITE_READ, 0xffffffffffa72780)                                                            = 0
faccessat(AT_FDCWD, "/dev/socket/logdw", W_OK)                                                                          = 0
faccessat(AT_FDCWD, "/dev/pmsg0", W_OK)                                                                                 = -1 ENOENT (No such file or directory)
faccessat(AT_FDCWD, "/dev/pmsg0", W_OK)                                                                                 = -1 ENOENT (No such file or directory)
faccessat(AT_FDCWD, "/dev/pmsg0", W_OK)                                                                                 = -1 ENOENT (No such file or directory)
faccessat(AT_FDCWD, "/dev/pmsg0", W_OK)                                                                                 = -1 ENOENT (No such file or directory)
faccessat(AT_FDCWD, "/dev/pmsg0", W_OK)                                                                                 = -1 ENOENT (No such file or directory)
faccessat(AT_FDCWD, "/dev/pmsg0", W_OK)                                                                                 = -1 ENOENT (No such file or directory)
faccessat(AT_FDCWD, "/dev/socket/logdw", W_OK)                                                                          = 0
faccessat(AT_FDCWD, "/dev/socket/logdw", W_OK)                                                                          = 0
faccessat(AT_FDCWD, "/dev/socket/logdw", W_OK)                                                                          = 0
faccessat(AT_FDCWD, "/dev/socket/logdw", W_OK)                                                                          = 0
faccessat(AT_FDCWD, "/dev/socket/logdw", W_OK)                                                                          = 0
getuid32()                                                                                                              = 2000
geteuid32()                                                                                                             = 2000
getgid32()                                                                                                              = 2000
getegid32()                                                                                                             = 2000
getgroups32(0, NULL)                                                                                                    = 11
getgroups32(11, [1004, 1007, 1011, 1015, 1028, 3001, 3002, 3003, 3006, 3009, 3011])                                     = 11
faccessat(AT_FDCWD, "/dev/socket/logdw", W_OK)                                                                          = 0
socket(PF_LOCAL, SOCK_DGRAM|SOCK_CLOEXEC|SOCK_NONBLOCK, 0)                                                              = 5
clock_gettime(CLOCK_MONOTONIC, {256, 333761672})                                                                        = 0
connect(5<socket:[68001]>, {sa_family=AF_LOCAL, sun_path="/dev/socket/logdw"}, 110)                                     = 0
clock_gettime(CLOCK_MONOTONIC, {256, 334487401})                                                                        = 0
openat(AT_FDCWD, "/dev/__properties__/u:object_r:logd_prop:s0", O_RDONLY|O_LARGEFILE|O_NOFOLLOW|O_CLOEXEC)              = 6</dev/__properties__/u:object_r:logd_prop:s0>
fstat64(6</dev/__properties__/u:object_r:logd_prop:s0>, {st_mode=S_IFREG|0444, st_size=131072, ...})                    = 0
mmap2(NULL, 131072, PROT_READ, MAP_SHARED, 6</dev/__properties__/u:object_r:logd_prop:s0>, 0)                           = 0xe7858000
close(6</dev/__properties__/u:object_r:logd_prop:s0>)                                                                   = 0
clock_gettime(CLOCK_REALTIME, {1515393600, 107476732})                                                                  = 0
openat(AT_FDCWD, "/dev/__properties__/u:object_r:log_tag_prop:s0", O_RDONLY|O_LARGEFILE|O_NOFOLLOW|O_CLOEXEC)           = 6</dev/__properties__/u:object_r:log_tag_prop:s0>
fstat64(6</dev/__properties__/u:object_r:log_tag_prop:s0>, {st_mode=S_IFREG|0444, st_size=131072, ...})                 = 0
mmap2(NULL, 131072, PROT_READ, MAP_SHARED, 6</dev/__properties__/u:object_r:log_tag_prop:s0>, 0)                        = 0xe7838000
close(6</dev/__properties__/u:object_r:log_tag_prop:s0>)                                                                = 0
getuid32()                                                                                                              = 2000
writev(5<socket:[68001]>, [{"\0a2@\22SZ\374\366g\6", 11}, {"\4", 1}, {"cameraserver\0", 13}, {"ServiceManager: 0xe5b98500\0", 27}], 4) = 52
clock_gettime(CLOCK_REALTIME, {1515393600, 110068295})                                                                  = 0
getuid32()                                                                                                              = 2000
writev(5<socket:[68001]>, [{"\0a2@\22SZG\202\217\6", 11}, {"\4", 1}, {"CameraService\0", 14}, {"CameraService started (pid=12897)\0", 34}], 4) = 60
clock_gettime(CLOCK_REALTIME, {1515393600, 111395430})                                                                  = 0
getuid32()                                                                                                              = 2000
writev(5<socket:[68001]>, [{"\0a2@\22SZf\302\243\6", 11}, {"\4", 1}, {"CameraService\0", 14}, {"CameraService process starting\0", 31}], 4) = 57
ioctl(4</dev/binder>, BINDER_WRITE_READ, 0xffffffffffa72750)                                                            = 0
ioctl(4</dev/binder>, BINDER_WRITE_READ, 0xffffffffffa72750)                                                            = 0
ioctl(4</dev/binder>, BINDER_WRITE_READ, 0xffffffffffa72840)                                                            = 0
